Id,UserId,Name,Date,Class,TagBased
25952789,2757226,Custodian,1511138647693,3,False
26033173,7962699,Scholar,1511683559363,3,False
26036175,3771556,Notable Question,1511715057007,2,False
26060659,5400534,Critic,1511872557480,3,False
26060981,5400534,Informed,1511874116803,3,False
26061663,5400534,Commentator,1511876799050,3,False
13404145,828413,Yearling,1426797503693,2,False
13406903,3244667,Curious,1426806773860,3,False
38894468,1645192,Yearling,1600673282980,2,False
38894479,1645192,Nice Answer,1600673282980,3,False
26161012,3208419,Yearling,1512552579703,2,False
39013966,3426265,Notable Question,1601537654897,2,False
1018261,243193,Editor,1282922677120,3,False
13744355,2757226,Caucus,1429047257460,3,False
13780142,243193,Popular Question,1429186506940,3,False
26565181,3426265,Census,1515758972317,2,False
13866225,243193,Caucus,1429534820460,3,False
13891660,1469698,Commentator,1429627662533,3,False
26867145,3166205,Editor,1517941716163,3,False
39588361,8642686,Necromancer,1605762716850,2,False
39610317,3426265,Yearling,1605894441350,2,False
12927391,4481607,Student,1423060691647,3,False
12950835,4481607,Scholar,1423220470213,3,False
38484768,3119050,Notable Question,1597508286807,2,False
13104187,529822,Popular Question,1424444130823,3,False
25769753,1042067,Popular Question,1509950779010,3,False
13146416,3166205,Supporter,1424813349017,3,False
38568764,10263771,Yearling,1598173817983,2,False
13197229,4620691,Informed,1425228815257,3,False
25894755,5400534,Supporter,1510736375853,3,False
13274113,4620691,Tumbleweed,1425838956087,3,False
38670770,10198025,Student,1598952101047,3,False
38715369,14222605,Custodian,1599242229297,3,False
38715727,14222605,Scholar,1599244621670,3,False
649315,243193,Student,1265116951180,3,False
38879115,10177569,Electorate,1600501392430,1,False
831840,243193,Teacher,1274866951527,3,False
13479197,3771556,Tumbleweed,1427344532230,3,False
26166087,3075037,Yearling,1512575025737,2,False
38918192,14222605,Informed,1600828423873,3,False
26229025,4481607,Famous Question,1513056313550,1,False
39163409,11873967,Student,1602663471560,3,False
39163605,11873967,Editor,1602664602897,3,False
13814926,2757226,Constituent,1429306995750,2,False
13855081,243193,Notable Question,1429510207810,2,False
26581598,2268677,Commentator,1515902564457,3,False
14037097,1042067,Popular Question,1430586310193,3,False
26790924,8868338,Informed,1517382862753,3,False
14096920,3090431,Supporter,1431001329047,3,False
14099898,2904301,Editor,1431013748000,3,False
38289493,271166,Good Answer,1596026451697,2,False
12999918,3277472,Popular Question,1423642230433,3,False
38416005,10299381,Popular Question,1597029482107,3,False
25690057,4376148,Supporter,1509388913563,3,False
25732557,8875732,Peer Pressure,1509640653887,3,False
25827001,8915892,Informed,1510256682143,3,False
13192346,271166,Necromancer,1425161695580,2,False
13192402,1238934,Yearling,1425161995033,2,False
25863247,8449163,Teacher,1510563411520,3,False
38601423,5629218,Nice Answer,1598411203233,3,False
13211520,2291788,Popular Question,1425337354837,3,False
521347,138669,Scholar,1257335854953,3,False
13252659,1238934,Famous Question,1425614776107,1,False
38683762,9296249,Critic,1599039381443,3,False
26081904,9027779,Informed,1511986060757,3,False
26100645,8221303,Commentator,1512101100607,3,False
26114813,5629218,Yearling,1512202681980,2,False
889536,271166,Student,1277757452000,3,False
890739,271166,Scholar,1277817153423,3,False
890824,271166,Autobiographer,1277819553233,3,False
891014,271166,Teacher,1277824951817,3,False
38302537,4376148,Popular Question,1596110261790,3,False
12953221,1192492,Yearling,1423233825270,2,False
38360698,1176681,Yearling,1596580395260,2,False
38446262,1238934,Popular Question,1597229310860,3,False
38525678,7840376,Famous Question,1597833390700,1,False
38537709,1238934,Popular Question,1597912906550,3,False
25838922,8918147,Informed,1510328436143,3,False
38600883,11886630,Popular Question,1598406084587,3,False
25860977,271166,Nice Answer,1510548229403,3,False
38622170,5629218,Good Answer,1598536926817,2,False
538526,138669,Teacher,1258382251543,3,False
13309854,4633221,Scholar,1426090818557,3,False
13311340,4633221,Tumbleweed,1426098362700,3,False
13336548,3075416,Student,1426266482180,3,False
13336968,3075416,Editor,1426269141793,3,False
26009884,7840376,Notable Question,1511464107087,2,False
13376188,4633221,Commentator,1426616668333,3,False
38885436,5464030,Yearling,1600576447707,2,False
906413,271166,Critic,1278580461697,3,False
25533363,8757909,Tumbleweed,1508320314533,3,False
13005031,271166,Yearling,1423668435047,2,False
13062157,1192492,Supporter,1424163929977,3,False
13065730,2939279,Editor,1424185316783,3,False
25828705,4131163,Popular Question,1510267109053,3,False
38630952,6461646,Student,1598602602127,3,False
13234520,4633221,Informed,1425488880087,3,False
38647677,2291788,Commentator,1598760462027,3,False
13274521,4633221,Editor,1425843234093,3,False
26017791,8395198,Tumbleweed,1511524298820,3,False
708995,271166,Editor,1268324551427,3,False
13403419,3075416,Scholar,1426792908137,3,False
13442685,4633221,Supporter,1427109231667,3,False
901142,271166,Supporter,1278362552450,3,False
951210,271166,Unsung Hero,1280157825567,1,False
26266465,8221303,Peer Pressure,1513283582250,3,False
13656423,1238934,Notable Question,1428635992430,2,False
13686611,1238934,Popular Question,1428916431430,3,False
13035393,4438886,Student,1423874067493,3,False
38499217,1238934,Good Question,1597659523060,2,False
38523106,1431713,Popular Question,1597819940767,3,False
38614619,2590004,Critic,1598491043353,3,False
13278936,4649081,Informed,1425892346607,3,False
38722101,2291788,Yearling,1599315690400,2,False
38737914,4376148,Peer Pressure,1599479510890,3,False
26025313,9006455,Informed,1511595346963,3,False
38780586,14256109,Informed,1599760051997,3,False
13436599,4633221,Student,1427050277533,3,False
13471134,1238934,Notable Question,1427291224333,2,False
852448,360763,Student,1275941251450,3,False
854362,360763,Teacher,1276023151313,3,False
13533247,4131163,Popular Question,1427796423480,3,False
38973749,7409078,Curious,1601274719670,3,False
924042,271166,Tenacious,1278968778040,2,False
940895,271166,Promoter,1279700545360,3,False
26260827,3075416,Popular Question,1513252468453,3,False
966961,271166,Enthusiast,1280829882543,2,False
13758806,1238934,Popular Question,1429106407483,3,False
13795578,4602452,Tumbleweed,1429254569353,3,False
1237707,490752,Supporter,1290936563213,3,False
1264902,271166,Popular Question,1291855067290,3,False
1320657,271166,Notable Question,1294041034753,2,False
38950531,1238934,Popular Question,1601037305183,3,False
26215586,4438886,Notable Question,1512972039237,2,False
892406,271166,Commentator,1277885553320,3,False
13569181,4745194,Editor,1428045259567,3,False
950638,271166,Benefactor,1280140390410,3,False
39013955,2590004,Notable Question,1601537654897,2,False
13763841,1238934,Popular Question,1429119795213,3,False
1301722,271166,Nice Question,1293050624990,3,False
26620541,271166,Custodian,1516175392053,3,False
26665345,2362531,Editor,1516456451230,3,False
13992690,271166,iphone,1430277018987,2,True
1436445,271166,Revival,1297660638647,3,False
26725843,969245,Popular Question,1516881562863,3,False
26760705,8738671,Scholar,1517184892057,3,False
26760707,8738671,Student,1517184892057,3,False
1485464,490752,Scholar,1299017055220,3,False
14054366,4131163,Nice Question,1430750481720,3,False
26802307,1238934,Famous Question,1517447529777,1,False
14123352,4633221,Custodian,1431197393597,3,False
26870543,6735833,Supporter,1517969045953,3,False
39588866,2590004,Popular Question,1605766094353,3,False
1755661,271166,Good Question,1306209350247,2,False
14298890,4935113,Editor,1432512534643,3,False
38962885,9851456,Autobiographer,1601149857070,3,False
38965514,1238934,Famous Question,1601187999947,1,False
13581738,4749691,Editor,1428170125983,3,False
39080525,1238934,Nice Question,1602057951647,3,False
26353192,6461646,Editor,1514046153767,3,False
26353213,6461646,Teacher,1514046153767,3,False
39107214,14418268,Autobiographer,1602223566767,3,False
107106,13200,Student,1221586951560,3,False
38317172,183367,Guru,1596209496553,2,False
12970541,4544066,Informed,1423428556203,3,False
38380718,14059277,Teacher,1596714649170,3,False
38423974,7448025,Good Question,1597077161310,2,False
25769793,8675706,Informed,1509951064750,3,False
25770030,8675706,Student,1509952270620,3,False
481741,183367,Teacher,1254520650913,3,False
481758,183367,Autobiographer,1254522752793,3,False
481922,183367,Supporter,1254532652213,3,False
483243,183367,Critic,1254697352777,3,False
485140,183367,Editor,1254830552693,3,False
25915914,8949222,Informed,1510842309490,3,False
13257685,2674730,Teacher,1425651628163,3,False
650517,13200,Good Question,1265164654283,2,False
26020931,4707517,Student,1511542053493,3,False
26093116,2557006,Informed,1512053705720,3,False
13442058,4300485,Tumbleweed,1427105964143,3,False
856472,183367,Tumbleweed,1276104465363,3,False
38978414,3380347,Popular Question,1601299512830,3,False
26321590,4781552,Custodian,1513771345670,3,False
26321636,4781552,Editor,1513771950730,3,False
26321891,183367,Necromancer,1513773298540,2,False
13637177,183367,Nice Answer,1428521452737,3,False
13637359,183367,Enlightened,1428522321123,2,False
39101258,1906123,Revival,1602174333460,3,False
39126226,8128809,Popular Question,1602387711400,3,False
148482,13200,Nice Question,1223945254330,3,False
13076767,183367,Necromancer,1424262330370,2,False
38604649,7604670,Scholar,1598430690210,3,False
38604944,13045682,Autobiographer,1598432134340,3,False
499946,192073,Scholar,1255888953380,3,False
501582,192073,Commentator,1256002953407,3,False
25867038,8675706,Editor,1510580248167,3,False
568200,183367,Mortarboard,1260140328007,3,False
38688751,2276284,Notable Question,1599063695727,2,False
13343783,2674730,Supporter,1426347340977,3,False
13364599,4678169,Editor,1426541621113,3,False
714210,13200,Notable Question,1268656955080,2,False
13423772,183367,Nice Answer,1426887573617,3,False
13423987,183367,Enlightened,1426889397927,2,False
38838444,14268014,Autobiographer,1600229063710,3,False
38873877,14301693,Editor,1600447220217,3,False
38874139,11663780,Notable Question,1600448832567,2,False
26137044,3380347,Yearling,1512405212987,2,False
829838,183367,Nice Answer,1274789559387,3,False
849250,183367,Disciplined,1275733659223,3,False
871023,183367,Nice Answer,1276798354517,3,False
894486,380776,Scholar,1277971052897,3,False
914902,183367,Benefactor,1278669347547,3,False
13608179,183367,Caucus,1428390458430,3,False
26303983,2793386,Informed,1513646363577,3,False
26329548,3070278,Notable Question,1513828951400,2,False
1040557,183367,c#,1274903612877,3,True
1104658,183367,Yearling,1286064478033,2,False
13726181,4781552,Scholar,1429007152313,3,False
136719,13200,Scholar,1222815155357,3,False
38345387,7448025,Popular Question,1596479192333,3,False
13030906,657850,Popular Question,1423841064053,3,False
25700680,811272,Nice Question,1509456309833,3,False
393271,13200,Popular Question,1248664952057,3,False
38600523,13045682,Informed,1598402060827,3,False
25884628,3070278,Popular Question,1510673748597,3,False
536777,192073,Tumbleweed,1258234053883,3,False
624147,192073,Student,1263754051327,3,False
38742064,11663780,Popular Question,1599504526897,3,False
13357871,183367,Guru,1426504520227,2,False
13377437,183367,Nice Answer,1426623718507,3,False
13378679,4682965,Informed,1426632337473,3,False
13378838,4682965,Student,1426633668633,3,False
13410755,657850,Curious,1426806773860,3,False
764796,13200,Favorite Question,1271409161663,2,False
793774,192073,Editor,1272993466960,3,False
794152,192073,Supporter,1272995552123,3,False
909066,183367,Promoter,1278669064540,3,False
39015432,11111601,Famous Question,1601545691320,1,False
13592236,4745334,Informed,1428310019863,3,False
1138797,183367,Suffrage,1287479070083,3,False
26443353,7662112,Student,1515060383000,3,False
39169973,14285881,Informed,1602694170957,3,False
1249110,13200,Taxonomist,1291323434243,2,False
26551697,183367,Census,1515683862083,2,False
1253969,183367,wpf,1291518093853,3,True
38348952,2190503,Announcer,1596511539113,3,False
25619818,2276284,Popular Question,1508911140503,3,False
25643800,1906123,Custodian,1509030891957,3,False
25667033,8847827,Informed,1509191291610,3,False
38431324,14085666,Informed,1597134510850,3,False
13166981,382480,Nice Question,1424952805697,3,False
25833928,2276284,Yearling,1510305443747,2,False
486458,183367,Organizer,1254910951830,3,False
487145,183367,Commentator,1254943655213,3,False
38614533,13045682,Editor,1598490460753,3,False
38614570,13045682,Teacher,1598490460753,3,False
529996,183367,Student,1257856651783,3,False
530001,183367,Scholar,1257856653563,3,False
25896851,8675706,Scholar,1510744562457,3,False
38738044,3380347,Custodian,1599479821577,3,False
38738566,3380347,Custodian,1599482501040,3,False
38828054,8128809,Popular Question,1600164682127,3,False
26150846,1872327,Notable Question,1512486920443,2,False
850328,183367,Enthusiast,1275828168480,2,False
852496,183367,Civic Duty,1275942785723,2,False
26197647,3246443,Informed,1512767429430,3,False
895253,380776,Student,1277998951577,3,False
898020,382480,Editor,1278120151747,3,False
898021,382480,Popular Question,1278120153727,3,False
26240510,7662112,Tumbleweed,1513116453237,3,False
26243206,9092115,Informed,1513141871887,3,False
39034346,183367,Yearling,1601674286443,2,False
1034310,13200,Popular Question,1283687348387,3,False
13722593,1906123,Caucus,1429002281807,3,False
39291398,14374139,Scholar,1603572451233,3,False
1231967,183367,Nice Answer,1290666963597,3,False
38293021,14017367,Informed,1596043867000,3,False
38350357,10176750,Popular Question,1596522042853,3,False
38370319,6683217,Yearling,1596641611607,2,False
25623089,4753536,Revival,1508926547257,3,False
38454067,14017367,Scholar,1597273248463,3,False
25815454,364951,Excavator,1510201696210,3,False
25855249,6683217,Custodian,1510492389537,3,False
38654561,5013084,Popular Question,1598839586820,3,False
13277482,980087,Notable Question,1425879661463,2,False
38675802,14049746,Peer Pressure,1598977631953,3,False
38719427,5013084,Revival,1599287577070,3,False
26025727,6683217,Supporter,1511600063103,3,False
38805265,6705713,Enthusiast,1599986733987,2,False
38825776,946170,Yearling,1600152702200,2,False
38951748,13874298,Teacher,1601043333757,3,False
39010218,6683217,Nice Answer,1601502036533,3,False
13641785,4733959,Caucus,1428557014023,3,False
39073225,5415018,Yearling,1602002426493,2,False
13719500,980087,Caucus,1428998709200,3,False
39178633,5713175,Scholar,1602755806223,3,False
39178640,5713175,Supporter,1602755806223,3,False
13838124,755621,Caucus,1429400444567,3,False
13872701,4811537,Informed,1429550933160,3,False
13928625,4825702,Informed,1429815583487,3,False
13983297,1262004,Popular Question,1430222856283,3,False
26773790,755621,Popular Question,1517271857900,3,False
12920623,3228215,Student,1423017103143,3,False
12986151,364951,Yearling,1423549368703,2,False
38564253,364951,Nice Answer,1598116546507,3,False
13191833,755621,Famous Question,1425155911963,1,False
25866875,2941213,Informed,1510579921950,3,False
13321879,364951,Popular Question,1426170558363,3,False
38751113,5713175,Editor,1599571292163,3,False
38770469,1883806,Notable Question,1599699477423,2,False
38895699,6683217,Nice Answer,1600679937340,3,False
39013830,11840585,Popular Question,1601536620783,3,False
39054473,980087,Yearling,1601890981710,2,False
13642944,4733959,Critic,1428563699650,3,False
26411310,3277265,Informed,1514744458153,3,False
39142215,14437201,Autobiographer,1602520846120,3,False
26504446,980087,Census,1515489454023,2,False
1202831,490036,Teacher,1289555140357,3,False
26564119,6608706,Census,1515754419583,2,False
26642054,9235747,Informed,1516289306583,3,False
1392788,364951,Editor,1296478953410,3,False
12952706,755621,Self-Learner,1423231163047,3,False
38342550,14017367,Editor,1596463071410,3,False
38346938,14017367,Custodian,1596489481407,3,False
13007729,516592,Necromancer,1423682616370,2,False
38407817,12996985,Enthusiast,1596935436290,2,False
13070306,364951,Notable Question,1424212722770,2,False
25722642,8871992,Informed,1509594382000,3,False
38763011,6683217,Necromancer,1599651029707,2,False
38841853,980087,Nice Answer,1600247937033,3,False
38945643,10438668,Commentator,1601006564157,3,False
13542587,4733959,Teacher,1427858145310,3,False
13542596,4733959,Editor,1427858894010,3,False
13629760,4733959,Commentator,1428490403547,3,False
13630875,4733959,Supporter,1428494892217,3,False
1072382,364951,Autobiographer,1284979080990,3,False
39104587,5013084,Famous Question,1602197186293,1,False
39151509,5415018,Necromancer,1602587232837,2,False
26469133,9182792,Autobiographer,1515283832620,3,False
1160118,490036,Student,1288266527580,3,False
1160148,490036,Scholar,1288267433893,3,False
13772693,4733959,Informed,1429163500447,3,False
26529336,5415018,Census,1515583171393,2,False
1225458,490036,Supporter,1290450806700,3,False
39266991,946170,Custodian,1603377968483,3,False
14004951,980087,Popular Question,1430337312823,3,False
26739347,980087,Nice Question,1516967607577,3,False
1530511,662383,Student,1300279413223,3,False
1530621,662383,Scholar,1300281236860,3,False
26825656,5072896,Informed,1517595793137,3,False
39533884,11517222,Student,1605368417770,3,False
39551913,10151998,Yearling,1605536120403,2,False
39551952,10151998,Nice Answer,1605536120403,3,False
14131059,4885300,Editor,1431294087390,3,False
38284261,364951,Nice Answer,1595997347430,3,False
12947638,1883806,Popular Question,1423197951640,3,False
25675664,7097169,Student,1509292299970,3,False
38511365,10151998,Necromancer,1597742876293,2,False
25808099,6732183,Informed,1510156767287,3,False
25808101,6732183,Autobiographer,1510156763680,3,False
25868891,946170,Notable Question,1510587972923,2,False
13238254,755621,Popular Question,1425512798957,3,False
13292027,3030609,Student,1425982019780,3,False
38860310,5415018,Custodian,1600355168567,3,False
878627,364951,Student,1277217751690,3,False
878811,364951,Scholar,1277222854233,3,False
38979772,6683217,Good Answer,1601306424443,2,False
39066598,14399363,Autobiographer,1601971931620,3,False
26399064,4797056,Notable Question,1514564518757,2,False
39144483,5013084,Popular Question,1602534926317,3,False
13790670,980087,Custodian,1429221620030,3,False
39231597,755621,Announcer,1603173378023,3,False
39232312,5415018,Good Answer,1603177626720,2,False
14035374,4797056,Teacher,1430568388427,3,False
14119565,755621,Popular Question,1431155703670,3,False
26865238,8472378,Autobiographer,1517931891127,3,False
39582689,14663737,Autobiographer,1605721661407,3,False
39641632,14694482,Autobiographer,1606159576220,3,False
27058431,1922787,Critic,1519315113667,3,False
39777362,4952214,Editor,1607098286667,3,False
39781727,5013084,Revival,1607131911287,3,False
27129836,9425249,Teacher,1519844948457,3,False
14417375,2764552,Famous Question,1433345846287,1,False
1923157,662383,Teacher,1310174668473,3,False
1991662,755621,Student,1311835781603,3,False
1992080,755621,Commentator,1311843605833,3,False
14558357,5013084,Informed,1434404051443,3,False
27460473,6705713,Editor,1521709071290,3,False
40097927,4413420,Teacher,1609743926127,3,False
39136135,2951763,Enthusiast,1602488541883,2,False
39151395,5116008,Teacher,1602586208767,3,False
1161661,490752,Teacher,1288312514227,3,False
1223916,271166,Nice Question,1290404033073,3,False
26611370,8221303,Tumbleweed,1516116532813,3,False
13987961,1238934,Famous Question,1430242371140,1,False
39430307,14256109,Student,1604591471263,3,False
26718586,9264644,Informed,1516833629860,3,False
1432334,271166,Yearling,1297469378017,2,False
14006014,2939279,Student,1430343759073,3,False
39467538,7840376,Yearling,1604919506450,2,False
39469157,14256109,Scholar,1604927876400,3,False
39469600,1238934,Good Question,1604930171393,2,False
39488969,1238934,Famous Question,1605048937040,1,False
26824076,8449163,Necromancer,1517586451043,2,False
26824323,9306041,Informed,1517587532200,3,False
1596672,271166,Citizen Patrol,1302093235973,3,False
1597559,271166,Notable Question,1302107740130,2,False
39604535,6012097,Notable Question,1605864391547,2,False
39647432,4438886,Necromancer,1606203961800,2,False
26958808,4031638,Notable Question,1518604981933,2,False
14313264,4935113,Scholar,1432627939233,3,False
14313330,4935113,Supporter,1432628238390,3,False
39755786,13035595,Commentator,1606968416720,3,False
14349450,4949503,Editor,1432832244893,3,False
1185781,271166,Revival,1288897853700,3,False
26513080,8221303,Autobiographer,1515511295323,3,False
39253771,10390080,Revival,1603295731420,3,False
13830255,2410879,Commentator,1429363267593,3,False
13830953,2410879,Informed,1429365831930,3,False
26603352,271166,Census,1516077152687,2,False
1331544,271166,Popular Question,1294393031483,3,False
13977319,4131163,Custodian,1430189140953,3,False
39421310,9296249,Necromancer,1604535936593,2,False
1442004,490752,Student,1297802405633,3,False
39519455,6461646,Self-Learner,1605250636420,3,False
26862649,6735833,Editor,1517919753297,3,False
26923875,271166,Yearling,1518363137570,2,False
39625144,6461646,Popular Question,1606043868493,3,False
27004215,9377003,Teacher,1518962877233,3,False
27024980,9377003,Scholar,1519120759277,3,False
27025071,9377003,Student,1519121057670,3,False
39724412,12693945,Popular Question,1606768386600,3,False
14347307,4949503,Informed,1432822428047,3,False
39805064,5464030,Popular Question,1607350864280,3,False
39825895,271166,Notable Question,1607484351483,2,False
27183929,9377003,Supporter,1520273300380,3,False
27190131,9377003,Editor,1520320834657,3,False
39862959,14809825,Teacher,1607716284740,3,False
1930545,839541,Editor,1310416757877,3,False
27256214,6012097,Notable Question,1520788622243,2,False
39443062,14256109,Editor,1604678147083,3,False
26777212,2590004,Popular Question,1517299200253,3,False
26799495,9296249,Teacher,1517426261687,3,False
14194503,1238934,Famous Question,1431692341267,1,False
14195069,4745194,Custodian,1431695072137,3,False
1662914,271166,Good Question,1303885804863,2,False
26966662,9296249,Revival,1518646553317,3,False
14254579,1238934,Popular Question,1432145495547,3,False
1766883,271166,Famous Question,1306432292297,1,False
27067464,6461646,Revival,1519378507130,3,False
27097275,6012097,Notable Question,1519651447420,2,False
14334012,1431713,Popular Question,1432741699687,3,False
14349823,4949503,Student,1432834172160,3,False
14350977,4949503,Scholar,1432840928917,3,False
1878598,806849,Scholar,1309255066967,3,False
1878724,806849,Student,1309257477447,3,False
39917349,14824215,Editor,1608132887133,3,False
14606783,4236834,Scholar,1434705954967,3,False
2119341,271166,Self-Learner,1314417287180,3,False
14626286,4236834,Student,1434903712140,3,False
14711606,271166,Good Answer,1435540049123,2,False
27552434,7409078,Autobiographer,1522071908680,3,False
2261898,975461,Student,1317568363803,3,False
27618180,1238934,Revival,1522397049463,3,False
27633418,5218791,Popular Question,1522544256610,3,False
39869219,14813369,Autobiographer,1607783626963,3,False
1937111,839541,Student,1310553042543,3,False
1937115,839541,Teacher,1310553043010,3,False
1953920,271166,Quorum,1310988067803,3,False
39962561,12693945,Teacher,1608492991200,3,False
40027761,14824215,Peer Pressure,1609084664883,3,False
40027969,10003622,Notable Question,1609086726500,2,False
27471756,9377003,Custodian,1521744190647,3,False
2246299,969245,Student,1317220390640,3,False
2261927,975461,Editor,1317569557857,3,False
40189800,6012097,Popular Question,1610415391357,3,False
2416094,271166,Revival,1320727303413,3,False
40327871,10130118,Popular Question,1611353860230,3,False
40351437,14809825,Supporter,1611575868620,3,False
27735604,8908104,Editor,1523295031797,3,False
27772178,6218332,Scholar,1523516255490,3,False
2489610,271166,Nice Answer,1322093651963,3,False
40454551,14824215,Cleanup,1612257556717,3,False
40454637,14824215,Custodian,1612257556717,3,False
15023936,2951763,Student,1437751542397,3,False
27854424,4438886,Yearling,1524078198627,2,False
15033377,1238934,Notable Question,1437849284653,2,False
27912853,7155066,Informed,1524533012073,3,False
27912906,7155066,Autobiographer,1524533604563,3,False
27913765,6218332,Commentator,1524542674877,3,False
2663677,271166,Revival,1325722666400,3,False
14299325,4935113,Student,1432518798197,3,False
39743799,5629218,Yearling,1606898111593,2,False
27131516,1238934,Yearling,1519855217537,2,False
39822153,14782617,Informed,1607453803437,3,False
40012042,9377003,Popular Question,1608889756453,3,False
27373674,5464030,Caucus,1521490453450,3,False
14594609,4749691,Student,1434628733570,3,False
14594620,4749691,Teacher,1434628733570,3,False
2170069,271166,Popular Question,1315577585577,3,False
27505840,2951763,Caucus,1521875275833,3,False
2274454,271166,Favorite Question,1317830046267,2,False
39583217,5366960,Popular Question,1605724281797,3,False
27004244,8099266,Student,1518963176157,3,False
39781563,11937591,Supporter,1607129816377,3,False
1857727,766150,Editor,1308738775380,3,False
1857769,766150,Supporter,1308739375800,3,False
39838898,3244667,Notable Question,1607559735113,2,False
39879103,1042067,Popular Question,1607884983470,3,False
2014003,828413,Scholar,1312377835347,3,False
27314240,5662413,Enthusiast,1521085860057,2,False
27333867,3119050,Caucus,1521193574697,3,False
27352863,5662413,Excavator,1521350430230,3,False
14555981,2364700,Supporter,1434389568767,3,False
27529510,3426265,Constituent,1521994723733,2,False
27608094,3426265,Custodian,1522327495803,3,False
27610254,3426265,Custodian,1522336717997,3,False
2312969,766150,Tumbleweed,1318502294783,3,False
27631690,1362277,Necromancer,1522521771223,2,False
14884616,4420861,Commentator,1436803636243,3,False
2453603,704759,Teacher,1321443696820,3,False
14935777,2032640,Student,1437119782117,3,False
2518596,648521,Student,1322679709910,3,False
40439147,14951837,Scholar,1612162522080,3,False
2568861,243193,Popular Question,1323682736470,3,False
15040405,3258475,Student,1437942714910,3,False
2618858,243193,Popular Question,1324605450507,3,False
27952882,9704825,Autobiographer,1524751321700,3,False
27968913,2894391,Popular Question,1524846639197,3,False
40578818,15194226,Informed,1613083322493,3,False
39544937,9650023,Popular Question,1605484126693,3,False
14102776,1042067,Custodian,1431027944223,3,False
39633931,5662413,Popular Question,1606120396380,3,False
26985703,5662413,Self-Learner,1518777690767,3,False
26985989,5662413,Revival,1518779016193,3,False
14251122,3785224,Tumbleweed,1432129524193,3,False
14252264,4920911,Student,1432133748950,3,False
14252393,4920911,Editor,1432134348337,3,False
14253058,4920911,Scholar,1432137092047,3,False
14253072,4920911,Supporter,1432137092047,3,False
39772584,3119050,Notable Question,1607073067187,2,False
39794576,3075037,Yearling,1607270257920,2,False
39816522,10177569,Tenacious,1607424991993,2,False
14390873,4420861,Student,1433184938697,3,False
1879537,766150,Teacher,1309270458823,3,False
39920204,11343331,Teacher,1608147701570,3,False
27281671,2079868,Nice Answer,1520928137997,3,False
14508974,4420861,Teacher,1434006778870,3,False
14535486,4420861,Revival,1434188487853,3,False
